Nome do Jogo,Classificação de Usuários,Vendas Globais,Lançamento no Brasil,Idade Recomendada,Preço,Gênero_Aventura,Gênero_Ação,Gênero_Esportes,Gênero_Puzzle,Gênero_RPG,Plataforma_Mobile,Plataforma_PC,Plataforma_PlayStation,Plataforma_Switch,Plataforma_Xbox
Jogo_22,7.795056722514543,0.04941281895217734,1,7.0,0.12142259991883517,0,1,0,0,0,0,1,0,0,0
Jogo_136,4.192048355195398,0.01616352425953384,1,16.0,0.13989444780167926,0,0,1,0,0,0,0,0,0,1
Jogo_967,5.501880097616166,0.043575406600425734,1,14.0,0.11985568163732832,0,0,1,0,0,0,1,0,0,0
Jogo_937,4.193177211854613,0.01978700521675964,0,11.0,0.09317063621333418,0,0,1,0,0,0,0,0,1,0
Jogo_50,5.0754826653548575,0.021835150128658505,1,11.0,0.10127730896703749,0,0,1,0,0,1,0,0,0,0
Jogo_275,4.3860701610560415,0.03945803600807596,1,8.0,0.01628784197150254,0,1,0,0,0,0,0,0,1,0
Jogo_804,2.8598404380155897,0.02399726877502826,1,14.0,0.12397836204577803,0,0,1,0,0,0,1,0,0,0
Jogo_951,1.9224956471924028,0.048521743108568105,1,18.0,0.09476112247807834,0,0,0,1,0,1,0,0,0,0
Jogo_581,3.918734852363098,0.004247365776605748,0,11.0,0.15528110035595008,0,1,0,0,0,0,1,0,0,0
Jogo_131,6.586807679207707,0.007099993590113245,0,5.0,0.01680101663602519,1,0,0,0,0,0,1,0,0,0
Jogo_213,3.791010492785263,0.03268223248818549,0,16.0,0.11447383501696926,0,0,0,0,1,0,0,0,1,0
Jogo_597,2.836342933312046,0.04547373329531025,0,9.0,0.027938880811947304,0,0,0,0,1,0,0,0,0,1
Jogo_138,4.332788946240198,0.02883973513660443,0,5.0,0.12390969439304786,0,0,0,0,1,0,0,0,1,0
Jogo_563,4.6598955114094665,0.024350884880014398,1,15.0,0.006068852684134037,1,0,0,0,0,0,0,0,0,1
Jogo_560,5.098293535778139,0.00044717340286742045,0,11.0,0.14692425175291784,0,0,0,0,1,0,1,0,0,0
Jogo_840,8.024716246267062,0.014357845528612781,0,7.0,0.09546053364076844,0,0,0,0,1,0,0,1,0,0
Jogo_225,2.528691342294002,0.03710444627600839,0,14.0,0.11039320312229853,0,1,0,0,0,0,0,0,1,0
Jogo_644,3.9433271762129807,0.03405516161138303,0,12.0,0.12276418607837492,0,1,0,0,0,0,0,0,0,1
Jogo_317,7.670924029738169,0.0141285728348928,1,10.0,0.1295660568189483,0,1,0,0,0,0,0,1,0,0
Jogo_245,3.858213586881399,0.032139116831418776,1,17.0,0.13372433601540568,1,0,0,0,0,0,1,0,0,0
Jogo_699,7.431765920072255,0.00013030727599328614,1,11.0,0.054675585713448244,0,1,0,0,0,0,0,1,0,0
Jogo_113,5.413465820882752,0.004103817969260806,0,11.0,0.07824855531792567,0,0,0,1,0,1,0,0,0,0
Jogo_846,9.435560662015222,0.009691307236596556,1,7.0,0.1511768625802661,0,0,1,0,0,0,0,0,1,0
Jogo_986,8.989445291574548,0.011472473457717128,1,18.0,0.03247282041634213,0,0,0,1,0,0,0,1,0,0
Jogo_547,2.564131751791818,0.015259816191261886,1,7.0,0.023073584529273054,0,1,0,0,0,0,0,0,0,1
Jogo_357,5.760127312511733,0.034166486536983,1,8.0,0.09645086175797916,0,0,1,0,0,0,0,0,1,0
Jogo_473,3.1047271046164955,0.031164677299036936,1,3.0,2.2626739308230504e-05,0,1,0,0,0,0,0,0,1,0
Jogo_109,7.718773250011291,0.045857532951140624,0,17.0,0.09587409849075561,0,0,0,0,1,0,0,0,0,1
Jogo_219,4.007244670721136,0.023830060188023167,1,13.0,0.14194057889310505,1,0,0,0,0,0,0,0,1,0
Jogo_46,5.501880097616166,0.017054580700198274,1,17.0,0.04561096714073963,1,0,0,0,0,0,1,0,0,0
Jogo_521,2.9711114308054194,0.04387645126219435,1,6.0,0.10539095284482261,1,0,0,0,0,0,0,1,0,0
Jogo_651,4.585018939171375,0.01683800774599532,0,7.0,0.12149722283338554,0,0,0,0,1,0,0,1,0,0
Jogo_269,7.900153531152404,0.01795996712615822,1,16.0,0.0750903444952303,1,0,0,0,0,0,0,0,0,1
Jogo_901,6.1351423785572,0.009944550888229937,1,15.0,0.08391555164260583,0,0,0,0,1,0,0,0,0,1
Jogo_798,1.3240180032628228,0.04873399993489086,0,10.0,0.1474683393779161,0,1,0,0,0,0,0,0,1,0
Jogo_727,5.863445032157843,0.02162457315114964,1,11.0,0.03952964436739191,1,0,0,0,0,1,0,0,0,0
Jogo_900,7.515829377287246,0.016027609964728597,0,6.0,0.022785960255181714,0,0,0,0,1,0,1,0,0,0
Jogo_870,5.501880097616166,0.0032187786926304745,1,11.0,0.0001250568944643933,0,1,0,0,0,1,0,0,0,0
Jogo_129,7.84857293593801,0.011523494516758805,0,15.0,0.03774612360923037,1,0,0,0,0,0,0,0,0,1
Jogo_301,6.672432078565402,0.04624911595348416,0,11.0,0.11576780513544965,1,0,0,0,0,0,0,1,0,0
Jogo_894,5.501880097616166,0.02303216484058455,0,18.0,0.0870943054826187,0,1,0,0,0,0,0,0,1,0
Jogo_126,5.0534659118320455,0.032922148153951704,1,11.0,0.07847595739112768,0,1,0,0,0,0,0,0,1,0
Jogo_710,5.501880097616166,0.009567117032305417,0,3.0,0.11006967029449033,0,0,1,0,0,0,1,0,0,0
Jogo_821,6.214367365292195,0.034953966635868,1,5.0,0.09045105912445797,0,1,0,0,0,0,0,0,1,0
Jogo_926,1.606680801437705,0.04316387876967885,0,11.0,0.02103592185879034,0,1,0,0,0,0,0,0,0,1
Jogo_527,5.783637013780801,0.04822025061775686,0,5.0,0.002113690676343663,0,0,0,1,0,0,0,0,1,0
Jogo_532,5.071003547114753,0.005941880843381579,1,15.0,0.05841387480522947,1,0,0,0,0,0,1,0,0,0
Jogo_369,7.398756457978014,0.021133551458284675,0,10.0,0.061989640986930286,0,0,0,0,1,0,0,1,0,0
Jogo_623,4.983503440077648,0.018243495399201913,1,11.0,0.011903518291926287,0,0,1,0,0,0,1,0,0,0
Jogo_752,5.501880097616166,0.005953344009484757,1,11.0,0.04327182780270006,0,1,0,0,0,0,0,0,0,1
Jogo_942,5.501880097616166,0.005054681348426816,0,14.0,0.0648176561342231,0,1,0,0,0,1,0,0,0,0
Jogo_154,5.501880097616166,0.02432808800837641,0,7.0,0.11656545140660879,0,1,0,0,0,0,0,1,0,0
Jogo_497,4.938499684855112,0.03574966717871793,1,4.0,0.09604488111344997,1,0,0,0,0,0,0,0,1,0
Jogo_360,8.217636690675636,0.020043009386988855,0,9.0,0.01929558729983388,0,0,0,0,1,1,0,0,0,0
Jogo_983,5.501880097616166,0.026889583479847233,1,11.0,0.006213284299357278,0,0,0,1,0,0,0,0,0,1
Jogo_258,9.459267169214131,0.03465243025665287,1,6.0,0.018326119660295164,0,0,1,0,0,1,0,0,0,0
Jogo_107,2.5093185415878647,0.022224023328024728,1,9.0,0.026777821191710894,0,0,0,1,0,0,1,0,0,0
Jogo_603,3.465087071283296,0.0010989696638739263,1,11.0,0.04262089920050144,0,1,0,0,0,0,0,1,0,0
Jogo_167,8.328345054804569,0.02392057899370583,0,11.0,0.13122508499147134,0,0,0,0,1,0,0,1,0,0
Jogo_319,7.801768568215476,0.0053381218228877375,0,10.0,0.06592002971758962,0,1,0,0,0,1,0,0,0,0
Jogo_48,3.7974106059082446,0.0006252953877577367,0,11.0,0.028994509192310104,0,0,1,0,0,0,1,0,0,0
Jogo_969,9.524075378857946,0.01476954713014093,0,16.0,0.10443943504130282,0,0,0,1,0,0,0,1,0,0
Jogo_466,1.878827172009561,0.0030617645379086562,0,10.0,0.05209538143428999,1,0,0,0,0,0,1,0,0,0
Jogo_512,2.9285176524115486,0.029709957644738074,1,7.0,0.03771228127883472,0,0,1,0,0,1,0,0,0,0
Jogo_704,8.536888331413898,0.01701069119057171,1,16.0,0.12526847969674326,0,0,0,0,1,0,0,1,0,0
Jogo_794,3.653553212526957,0.01970301381955984,0,11.0,0.11999987208420618,0,1,0,0,0,0,0,0,1,0
Jogo_57,1.3841008862286015,0.0018980522028541487,0,4.0,0.0019270819701049761,1,0,0,0,0,0,0,0,1,0
Jogo_436,5.501880097616166,0.018151658185663177,1,16.0,0.06100619127823094,0,0,0,1,0,0,1,0,0,0
Jogo_480,2.343492281514079,0.04430512540007107,1,4.0,0.0789739005555579,0,0,0,1,0,0,0,0,0,1
Jogo_775,5.501880097616166,0.006837311656301568,0,12.0,0.09068032122870479,0,1,0,0,0,0,1,0,0,0
Jogo_759,8.514404180675623,0.017234999204339435,1,11.0,0.03594779221186896,0,0,0,0,1,0,0,1,0,0
Jogo_332,4.328672823044574,0.049117120965968965,0,13.0,0.039960586747338836,0,0,0,0,1,0,0,0,0,1
Jogo_667,2.9846656579140984,0.04587864234092774,1,6.0,0.08878793417992108,0,1,0,0,0,1,0,0,0,0
Jogo_598,1.3534932919458036,0.01867168218990932,1,7.0,0.027509201999545967,1,0,0,0,0,0,0,0,0,1
Jogo_781,3.9412952783688855,0.035100587858408465,0,12.0,0.0795363742250393,0,0,0,0,1,0,0,0,0,1
Jogo_177,6.577353201743722,0.006013661405536178,1,7.0,0.09488523445389493,0,1,0,0,0,0,0,1,0,0
Jogo_462,7.301113229953238,0.012086218155179991,0,10.0,0.12482926772227171,0,1,0,0,0,1,0,0,0,0
Jogo_100,7.204807714339347,0.03290768642431299,0,4.0,0.004590263720361695,1,0,0,0,0,0,0,0,1,0
Jogo_816,5.501880097616166,0.010020808217582033,0,4.0,0.13414632338321852,1,0,0,0,0,0,1,0,0,0
Jogo_463,7.713877767764269,0.044844443714635536,1,18.0,0.0760156952999048,0,0,1,0,0,0,0,0,1,0
Jogo_958,3.3434674495812224,0.04597302493538664,0,4.0,0.07322490805183476,0,0,0,1,0,0,1,0,0,0
Jogo_259,8.147350434671175,0.036603148170888944,0,11.0,0.13055020148040242,1,0,0,0,0,0,0,0,0,1
Jogo_715,4.019621546954335,0.04258909903048943,1,16.0,0.043106810533011714,0,0,1,0,0,0,0,1,0,0
Jogo_921,7.219497574421538,0.015767125451554967,0,5.0,0.13458806274964444,1,0,0,0,0,0,1,0,0,0
Jogo_441,2.9516764728881366,0.016965359066519397,1,11.0,0.04263280956100815,1,0,0,0,0,1,0,0,0,0
Jogo_772,1.31788664682578,0.0414731995392359,0,11.0,0.04483182639107407,0,1,0,0,0,0,0,0,1,0
Jogo_84,4.741909804716952,0.04765911031384948,1,13.0,0.11667881783855188,0,0,0,0,1,0,0,1,0,0
Jogo_502,8.273698408109228,0.028881541189125566,1,10.0,0.0663347236162026,0,0,0,0,1,0,0,0,1,0
Jogo_839,5.501880097616166,0.0071875235176569385,1,11.0,0.020892705543712285,0,1,0,0,0,0,0,1,0,0
Jogo_829,9.470951122544976,0.03452340957047762,0,11.0,0.04048648175290867,0,1,0,0,0,0,0,0,1,0
Jogo_693,9.029026589932537,0.04930306234544767,0,6.0,0.05094101053986427,0,1,0,0,0,0,0,0,0,1
Jogo_648,7.70846030113957,0.03059992993931883,1,17.0,0.0994088823470172,0,0,0,0,1,0,0,0,1,0
Jogo_63,1.677312061273069,0.03215030075705002,1,3.0,0.0486910849373557,0,0,0,1,0,0,0,1,0,0
Jogo_399,4.512621790701132,0.03930324237399417,1,15.0,0.10442920587112575,0,1,0,0,0,0,1,0,0,0
Jogo_132,4.915921583859975,0.004001156979160215,1,5.0,0.157474996545599,1,0,0,0,0,0,0,0,0,1
Jogo_687,1.9314264208852607,0.04630604174596949,0,14.0,0.0323074451530576,0,1,0,0,0,0,0,0,1,0
Jogo_600,2.767926570611315,0.01411296170614803,1,11.0,0.04311444665525671,0,0,0,0,1,0,0,0,1,0
Jogo_817,8.516530036284674,0.026320504509848495,0,15.0,0.05104992917424177,0,0,0,1,0,0,0,0,0,1
Jogo_474,4.800339409598461,0.0024480796495790946,1,10.0,0.08326815319398734,0,1,0,0,0,0,1,0,0,0
Jogo_854,9.290850410418232,0.03281663665211004,1,8.0,0.040385907955430636,0,0,0,0,1,0,1,0,0,0
Jogo_374,7.50665214784321,0.02926607011293042,0,14.0,0.05206971622585008,1,0,0,0,0,0,0,0,0,1
Jogo_957,4.5600050509260495,0.030223026283595595,1,16.0,0.11108951657644994,0,0,0,0,1,0,1,0,0,0
Jogo_996,5.501880097616166,0.03837136747902704,0,6.0,0.008791029583879537,0,0,0,1,0,1,0,0,0,0
Jogo_988,2.395515090169015,0.017021334554773768,0,17.0,0.05242617207468056,0,1,0,0,0,1,0,0,0,0
Jogo_384,4.119489256034025,0.023816399567735708,1,6.0,0.12193110310154567,0,0,0,1,0,0,0,0,1,0
Jogo_403,6.822974667396605,0.01887730758994288,1,11.0,0.0953337618942225,1,0,0,0,0,0,0,0,0,1
Jogo_646,9.957061960516118,0.006667055760622043,0,10.0,0.04413240140832331,0,0,0,0,1,1,0,0,0,0
Jogo_552,5.310564592495143,0.044895282143557654,1,8.0,0.018603370901043973,1,0,0,0,0,0,1,0,0,0
Jogo_64,1.1387089910032024,8.847838560320986e-05,0,17.0,0.07472424332275827,0,0,0,0,1,0,0,1,0,0
Jogo_208,8.201427071213622,0.04721031742380586,1,11.0,0.11065233918571515,0,0,1,0,0,0,1,0,0,0
Jogo_498,2.6090289646724827,0.04894736397247098,0,11.0,0.0906087061301318,0,0,0,0,1,0,0,1,0,0
Jogo_858,5.501880097616166,0.02799274218794511,0,5.0,0.09832619102293647,0,0,1,0,0,0,1,0,0,0
Jogo_81,5.501880097616166,0.030610568126624577,1,17.0,0.11253697226623302,1,0,0,0,0,1,0,0,0,0
Jogo_610,5.026010448391064,0.018373663660732804,0,11.0,0.09886042659818733,0,1,0,0,0,1,0,0,0,0
Jogo_824,2.6064610509705,0.02941437307902643,1,13.0,0.10087306691056408,0,0,1,0,0,0,0,0,0,1
Jogo_115,6.511132919764179,0.027179227914582774,0,12.0,0.05064459327678755,1,0,0,0,0,0,0,0,0,1
Jogo_959,5.633949821011221,0.027072134122109827,1,9.0,0.06876122862225469,0,0,0,1,0,0,1,0,0,0
Jogo_691,9.534504402348295,0.017277610183800578,1,17.0,0.10894115651334699,1,0,0,0,0,1,0,0,0,0
Jogo_594,5.048659121544064,0.027269652080235803,1,11.0,0.013330928507734516,0,0,0,1,0,1,0,0,0,0
Jogo_934,7.521862112445643,0.4396600492073114,0,12.0,0.10040460715690752,0,0,0,0,1,0,1,0,0,0
Jogo_230,5.501880097616166,0.04167760198982976,0,18.0,0.13094452085643457,0,0,1,0,0,0,0,1,0,0
Jogo_653,5.41849496047467,0.0009806774313725164,1,9.0,0.08157578717207803,0,1,0,0,0,0,0,0,1,0
Jogo_933,5.59474960501486,0.010040548605815812,0,9.0,0.01306699533632737,0,0,1,0,0,0,0,0,1,0
Jogo_272,4.238266083149922,0.03589828537860059,0,6.0,0.10605204649335073,0,0,0,1,0,0,1,0,0,0
Jogo_427,9.171324314481176,0.028455260285876433,1,12.0,0.004077061707218273,0,0,0,0,1,0,1,0,0,0
Jogo_375,5.346281731634838,0.02636362322873041,1,11.0,0.11028370227396866,0,0,0,0,1,0,1,0,0,0
Jogo_977,3.053895175262049,0.004829480682408938,0,11.0,0.028891251636271053,0,0,0,1,0,0,0,0,0,1
Jogo_698,3.290861784018146,0.046371326791964707,1,15.0,0.12347994622483466,1,0,0,0,0,0,0,0,1,0
Jogo_726,9.351501015968331,0.015239897618186263,0,14.0,0.05810871904053605,0,0,1,0,0,1,0,0,0,0
Jogo_671,4.376591490724666,0.00681660290247494,0,7.0,0.0690784023600679,0,0,0,0,1,0,0,0,0,1
Jogo_6,5.501880097616166,0.048888623079836824,0,4.0,0.10043842480673712,0,0,0,1,0,0,0,1,0,0
Jogo_172,3.484177109535076,0.025122255705443196,0,10.0,0.06223863360109061,0,1,0,0,0,1,0,0,0,0
Jogo_549,3.074399765934098,0.04875658002200242,1,15.0,0.014750032100190009,0,1,0,0,0,1,0,0,0,0
Jogo_372,1.3756642295851642,0.007468913154338695,0,6.0,0.020708950424233877,1,0,0,0,0,1,0,0,0,0
Jogo_593,9.497045999470917,0.04357672896685089,1,10.0,0.11233773174620398,0,0,0,1,0,0,1,0,0,0
Jogo_40,7.644103352499171,0.03283743399133691,1,11.0,0.12636673554815847,1,0,0,0,0,0,1,0,0,0
Jogo_305,7.459517577676899,0.012464381943327192,1,6.0,0.11785389263372217,0,1,0,0,0,0,0,0,1,0
Jogo_724,5.501880097616166,0.04691593727923223,1,7.0,0.1122480660872476,1,0,0,0,0,0,1,0,0,0
Jogo_307,6.214626341588264,0.0031757700835536528,0,11.0,0.044810152613912246,0,1,0,0,0,0,0,0,0,1
Jogo_17,8.331073522661192,0.04308125088842998,0,7.0,0.05410520519633105,1,0,0,0,0,0,0,0,1,0
Jogo_864,7.799846365661501,0.03715280723758492,0,7.0,0.024937646341302053,1,0,0,0,0,0,1,0,0,0
Jogo_993,8.690585431211286,0.022494706560899677,1,18.0,0.01545370597037413,0,0,0,1,0,0,0,0,0,1
Jogo_191,9.664048941112409,0.026439933647165178,0,7.0,0.07452895338394702,1,0,0,0,0,0,0,1,0,0
Jogo_526,9.026081940274642,0.024739736720729665,0,12.0,0.14863831905476288,0,1,0,0,0,0,1,0,0,0
Jogo_518,7.538655356319038,0.0062155886599963,1,11.0,0.1304902151338034,0,0,0,1,0,0,0,1,0,0
Jogo_753,5.501880097616166,0.03953677494140352,1,4.0,0.15735197086731717,0,0,0,0,1,0,1,0,0,0
Jogo_771,9.952793006661306,0.01961102547110246,0,13.0,0.11284139206589239,0,1,0,0,0,0,0,1,0,0
Jogo_437,5.501880097616166,0.020106312269818453,0,11.0,0.06466757220487644,0,1,0,0,0,0,0,0,0,1
Jogo_18,5.272408348829087,0.006569987100307382,0,11.0,0.10007944526075482,0,1,0,0,0,0,0,0,0,1
Jogo_32,8.429975925169714,0.02217460652267279,0,11.0,0.012065168204704779,0,0,0,0,1,0,0,0,1,0
Jogo_53,5.501880097616166,0.03394818831174346,0,16.0,0.014275338261022303,0,0,1,0,0,0,1,0,0,0
Jogo_565,7.550709091176121,0.033158430696840484,1,13.0,0.06162038085254812,0,0,1,0,0,0,0,1,0,0
Jogo_421,2.9790094156489286,0.012652150969936224,0,11.0,0.15305447120414994,0,0,0,1,0,0,0,1,0,0
Jogo_660,3.733878545757352,0.036723826239582175,1,4.0,0.13117013351415013,1,0,0,0,0,1,0,0,0,0
Jogo_822,2.0985872320249905,0.042942196074754475,1,3.0,0.1018117915610485,0,1,0,0,0,0,0,0,0,1
Jogo_908,1.766700264638399,0.00845135270558803,1,16.0,0.1291880204493728,1,0,0,0,0,0,0,1,0,0
Jogo_453,4.549571394640935,0.020102503508922495,1,3.0,0.0666414161003004,1,0,0,0,0,1,0,0,0,0
Jogo_904,9.331361534642722,0.020481592696127593,1,9.0,0.04047565409557742,0,0,1,0,0,0,1,0,0,0
Jogo_78,2.402850574706972,0.047418748064117444,1,3.0,0.02475524262631826,1,0,0,0,0,0,0,0,1,0
Jogo_717,4.461433796676973,0.0001865813015247377,1,5.0,0.10850421454140927,1,0,0,0,0,0,0,0,0,1
Jogo_569,9.335141644381782,0.005622563470821499,0,5.0,0.1200070629765029,0,0,1,0,0,0,0,0,1,0
Jogo_42,8.779657408095284,0.011380712812205913,1,6.0,0.1540524203469456,0,1,0,0,0,1,0,0,0,0
Jogo_236,2.6919689247050744,0.02703882580523382,1,13.0,0.10709662393759392,0,0,0,0,1,1,0,0,0,0
Jogo_675,3.852936700580696,0.04725612512554867,0,16.0,0.07112145028585097,1,0,0,0,0,0,0,1,0,0
Jogo_27,3.1141983625822984,0.019900114105785596,1,5.0,0.13491356692860437,1,0,0,0,0,0,0,0,0,1
Jogo_586,3.7160275558994655,0.022314527120788585,1,11.0,0.12570582592093865,0,0,0,0,1,0,0,0,1,0
Jogo_918,5.477568990988311,0.0028644235608645857,0,4.0,0.057343182105761295,1,0,0,0,0,0,0,0,0,1
Jogo_25,1.219523174026362,0.04683207993968669,0,7.0,0.03370396047157581,0,0,0,0,1,0,0,0,1,0
Jogo_592,7.22638767266968,0.018962362330025025,1,17.0,0.09352248379479387,0,0,1,0,0,0,0,0,1,0
Jogo_907,5.644967622280655,0.02466041360038997,0,8.0,0.06764473413930704,0,0,0,0,1,0,1,0,0,0
Jogo_745,9.352696219975387,0.024554739124005378,1,18.0,0.06263164821886098,1,0,0,0,0,1,0,0,0,0
Jogo_344,2.0354508302465506,0.042272354681685775,1,17.0,0.05638212287955639,0,1,0,0,0,0,0,1,0,0
Jogo_746,5.494167352674323,0.01852652053856404,1,5.0,0.14640443987798746,1,0,0,0,0,0,0,0,1,0
Jogo_287,4.895149689506619,0.04516083653772333,1,10.0,0.08123878417026326,0,0,0,0,1,0,0,1,0,0
Jogo_214,3.3494986248188043,0.023520987083895873,0,10.0,0.10230595335926587,1,0,0,0,0,0,0,1,0,0
Jogo_134,2.885313573640518,0.02048745320266458,0,7.0,0.10295930743600326,1,0,0,0,0,0,1,0,0,0
Jogo_105,3.541506557648905,0.026266306609338003,0,15.0,0.1308146944056392,1,0,0,0,0,0,1,0,0,0
Jogo_7,3.6352829224203127,0.017747104363042766,0,5.0,0.1276592388816094,0,1,0,0,0,0,1,0,0,0
Jogo_125,3.230950596685446,0.02280461905414475,1,13.0,0.037958501307435055,0,0,0,1,0,1,0,0,0,0
Jogo_561,7.793656378476172,0.01145937651074016,1,18.0,0.07338216172135224,0,0,1,0,0,0,0,0,0,1
Jogo_416,5.501880097616166,0.04137140942540277,1,8.0,0.13373655376757818,0,0,0,0,1,1,0,0,0,0
Jogo_763,3.3441000451262526,0.03761697752878447,1,6.0,0.133124334029175,0,0,1,0,0,0,1,0,0,0
Jogo_366,4.9107842781498725,0.04630231558776141,0,11.0,0.03602356683926056,0,0,0,1,0,0,0,0,0,1
Jogo_692,9.664649617677984,0.006520349798254858,0,12.0,0.026587028996862248,1,0,0,0,0,0,0,1,0,0
Jogo_835,1.5543011281592922,0.01786376528141163,1,15.0,0.03931926835872651,0,1,0,0,0,0,0,0,1,0
Jogo_788,5.501880097616166,0.04884454408676214,0,11.0,0.11234300924819823,0,0,0,0,1,0,0,0,1,0
Jogo_566,2.059888472342112,0.04674655579262566,1,11.0,0.1356573470287902,0,1,0,0,0,0,1,0,0,0
Jogo_548,3.688294387623691,0.017028470653617647,1,13.0,0.05689572691814396,0,1,0,0,0,0,0,1,0,0
Jogo_199,3.159193607034139,0.02663539255382053,0,12.0,0.03653652028250062,0,0,0,0,1,0,0,0,1,0
Jogo_541,2.98936246707793,0.01595436650795938,1,10.0,0.07381256682905535,1,0,0,0,0,0,0,0,1,0
Jogo_418,1.031702027925541,0.004196029301165619,1,6.0,0.0804866547711466,0,0,1,0,0,0,0,0,1,0
Jogo_299,9.150199656209365,0.026229403742898914,1,13.0,0.015057045782894112,0,1,0,0,0,0,1,0,0,0
Jogo_119,7.321645413653547,0.0026763171592160038,0,11.0,0.04483117556351922,0,1,0,0,0,0,0,0,1,0
Jogo_459,6.596081558498238,0.023946602848898487,0,11.0,0.09621040377130763,1,0,0,0,0,0,0,1,0,0
Jogo_80,2.0536116545695835,0.01007734282163148,0,15.0,0.07796757676131301,0,0,1,0,0,0,0,0,0,1
Jogo_500,4.580416719607564,0.034115985473020624,0,18.0,0.012388484913819425,0,0,1,0,0,0,0,0,0,1
Jogo_271,8.750612264327994,0.0037106950438417882,0,8.0,0.12894464214364568,0,0,1,0,0,0,0,0,1,0
Jogo_478,5.501880097616166,0.024276390183506517,0,6.0,0.02999488915587169,0,0,1,0,0,0,0,1,0,0
Jogo_224,4.568919550605119,0.04833993064663364,1,16.0,0.017639918589029722,0,1,0,0,0,0,1,0,0,0
Jogo_211,6.403634269178168,0.0121656099262614,0,6.0,0.06025254662270599,0,0,0,1,0,1,0,0,0,0
Jogo_553,3.2492245343573662,0.00666003386453512,1,9.0,0.09787499263309218,0,0,0,1,0,0,0,1,0,0
Jogo_396,6.294865962542538,0.027303273594044043,1,17.0,0.13305732780096485,0,1,0,0,0,1,0,0,0,0
Jogo_434,7.134855507233913,0.04156309451981525,0,15.0,0.07487893686882374,0,0,0,0,1,0,0,1,0,0
Jogo_606,3.364146681371307,0.03649200396958816,0,7.0,0.009686792221508703,0,1,0,0,0,0,0,1,0,0
Jogo_267,5.484676467908773,0.04925263242536603,0,16.0,0.006190150055218859,0,0,0,0,1,0,0,0,0,1
Jogo_800,8.795031622213276,0.013727176531050218,0,12.0,0.11531637312951923,0,1,0,0,0,0,0,1,0,0
Jogo_911,3.2872785813753675,0.010024665696119815,1,14.0,0.08559121173307573,1,0,0,0,0,0,0,0,0,1
Jogo_348,9.102793159693215,0.020630783870795994,1,7.0,0.036368134515504386,0,1,0,0,0,1,0,0,0,0
Jogo_872,4.571033352186168,0.010670054274494254,1,11.0,0.1349290461156911,1,0,0,0,0,0,0,0,1,0
